Wert,Jahr,Grossregion,Ausbildung,Berufliche Stellung,Geschlecht,Zentralwert und Quartilbereich
3984,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Median
3579,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 25%
4550,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 75%
5516,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Median
4550,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 25%
7800,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 75%
"""......""",2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Median
"""......""",2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 25%
"""......""",2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 75%
"""......""",2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Median
"""......""",2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 25%
"""......""",2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 75%
4771,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Median
4160,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 25%
5681,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 75%
5105,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Median
4282,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 25%
5788,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 75%
4380,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Median
3754,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 25%
4926,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 75%
5012,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Median
4333,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 25%
5875,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 75%
5221,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Median
4672,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 25%
6125,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 75%
4341,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Median
3910,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 25%
5390,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 75%
4427,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
3800,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
5159,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
4843,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Median
4196,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 25%
5481,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 75%
3970,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Median
3560,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 25%
4521,2006,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 75%
5067,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Median
4056,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
7129,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
5276,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Median
4422,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 25%
7246,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 75%
4334,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Median
3560,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 25%
6918,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 75%
15947,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Median
6717,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 25%
19349,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 75%
16455,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Median
9103,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 25%
19985,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 75%
13616,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Median
4607,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 25%
17738,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 75%
4880,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Median
4294,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Int. 25%
6884,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Int. 75%
4862,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Mann,Median
4503,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Mann,Int. 25%
7370,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Mann,Int. 75%
"""......""",2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Frau,Median
"""......""",2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Frau,Int. 25%
"""......""",2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Frau,Int. 75%
5434,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Median
4286,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Int. 25%
6322,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Int. 75%
5639,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Mann,Median
4929,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Mann,Int. 25%
6322,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Mann,Int. 75%
4286,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Frau,Median
3908,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Frau,Int. 25%
6090,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Frau,Int. 75%
4875,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Median
3950,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6654,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5131,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Median
4341,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Int. 25%
6654,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Int. 75%
4279,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Median
3508,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Int. 25%
6667,2006,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Int. 75%
6118,2006,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Median
4721,2006,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
8206,2006,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
6668,2006,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Mann,Median
5231,2006,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Mann,Int. 25%
9163,2006,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Mann,Int. 75%
5253,2006,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Frau,Median
4160,2006,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Frau,Int. 25%
6825,2006,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Frau,Int. 75%
10315,2006,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Median
7524,2006,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Int. 25%
14907,2006,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Int. 75%
10981,2006,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Mann,Median
8000,2006,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Mann,Int. 25%
15713,2006,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Mann,Int. 75%
8089,2006,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Frau,Median
6182,2006,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Frau,Int. 25%
11117,2006,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Frau,Int. 75%
8075,2006,Zürich (ZH),Ausbildung - Total,Stellung 3,Geschlecht - Total,Median
6148,2006,Zürich (ZH),Ausbildung - Total,Stellung 3,Geschlecht - Total,Int. 25%
10317,2006,Zürich (ZH),Ausbildung - Total,Stellung 3,Geschlecht - Total,Int. 75%
8592,2006,Zürich (ZH),Ausbildung - Total,Stellung 3,Mann,Median
6710,2006,Zürich (ZH),Ausbildung - Total,Stellung 3,Mann,Int. 25%
10788,2006,Zürich (ZH),Ausbildung - Total,Stellung 3,Mann,Int. 75%
6928,2006,Zürich (ZH),Ausbildung - Total,Stellung 3,Frau,Median
5158,2006,Zürich (ZH),Ausbildung - Total,Stellung 3,Frau,Int. 25%
8917,2006,Zürich (ZH),Ausbildung - Total,Stellung 3,Frau,Int. 75%
6429,2006,Zürich (ZH),Ausbildung - Total,Stellung 4,Geschlecht - Total,Median
5238,2006,Zürich (ZH),Ausbildung - Total,Stellung 4,Geschlecht - Total,Int. 25%
7917,2006,Zürich (ZH),Ausbildung - Total,Stellung 4,Geschlecht - Total,Int. 75%
6825,2006,Zürich (ZH),Ausbildung - Total,Stellung 4,Mann,Median
5704,2006,Zürich (ZH),Ausbildung - Total,Stellung 4,Mann,Int. 25%
8333,2006,Zürich (ZH),Ausbildung - Total,Stellung 4,Mann,Int. 75%
5778,2006,Zürich (ZH),Ausbildung - Total,Stellung 4,Frau,Median
4600,2006,Zürich (ZH),Ausbildung - Total,Stellung 4,Frau,Int. 25%
7124,2006,Zürich (ZH),Ausbildung - Total,Stellung 4,Frau,Int. 75%
5482,2006,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Median
4376,2006,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6848,2006,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5844,2006,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Mann,Median
4809,2006,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Mann,Int. 25%
7301,2006,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Mann,Int. 75%
4872,2006,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Frau,Median
4024,2006,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Frau,Int. 25%
6242,2006,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Frau,Int. 75%
10058,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Median
7475,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
13771,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
10755,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Median
7941,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Int. 25%
14833,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Int. 75%
8342,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Median
6552,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Int. 25%
10969,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Int. 75%
14313,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Median
10581,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Int. 25%
20104,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Int. 75%
15000,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Median
11136,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Int. 25%
21048,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Int. 75%
11488,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Median
8339,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Int. 25%
15307,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Int. 75%
10451,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Median
8548,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Int. 25%
12372,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Int. 75%
10759,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Median
8889,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Int. 25%
12665,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Int. 75%
9608,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Median
7807,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Int. 25%
11691,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Int. 75%
9100,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Median
7632,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Int. 25%
10544,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Int. 75%
9368,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Median
7900,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Int. 25%
10856,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Int. 75%
8333,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Median
6924,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Int. 25%
9756,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Int. 75%
7897,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Median
6303,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
10041,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
8279,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Median
6360,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Int. 25%
10531,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Int. 75%
7228,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Median
5952,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Int. 25%
8733,2006,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Int. 75%
9286,2006,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Geschlecht - Total,Median
7284,2006,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
11810,2006,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
9772,2006,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Mann,Median
7788,2006,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Mann,Int. 25%
12349,2006,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Mann,Int. 75%
7620,2006,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Frau,Median
6169,2006,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Frau,Int. 25%
9458,2006,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Frau,Int. 75%
11458,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Geschlecht - Total,Median
8870,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Geschlecht - Total,Int. 25%
15006,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Geschlecht - Total,Int. 75%
11913,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Mann,Median
9253,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Mann,Int. 25%
15493,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Mann,Int. 75%
9374,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Frau,Median
7399,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Frau,Int. 25%
11957,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Frau,Int. 75%
9322,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Geschlecht - Total,Median
7562,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Geschlecht - Total,Int. 25%
11040,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Geschlecht - Total,Int. 75%
9724,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Mann,Median
8037,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Mann,Int. 25%
11294,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Mann,Int. 75%
8075,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Frau,Median
6077,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Frau,Int. 25%
9556,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Frau,Int. 75%
8354,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Median
7050,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Int. 25%
9921,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Int. 75%
8829,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Mann,Median
7512,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Mann,Int. 25%
10370,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Mann,Int. 75%
7485,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Frau,Median
6261,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Frau,Int. 25%
8698,2006,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Frau,Int. 75%
7963,2006,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Median
6571,2006,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
9695,2006,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
8359,2006,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Mann,Median
6835,2006,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Mann,Int. 25%
10119,2006,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Mann,Int. 75%
6992,2006,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Frau,Median
5761,2006,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Frau,Int. 25%
8207,2006,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Frau,Int. 75%
8238,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Geschlecht - Total,Median
6500,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
10500,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
8767,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Mann,Median
7035,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Mann,Int. 25%
11088,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Mann,Int. 75%
6933,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Frau,Median
5152,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Frau,Int. 25%
8663,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Frau,Int. 75%
9646,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Geschlecht - Total,Median
7689,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Geschlecht - Total,Int. 25%
12598,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Geschlecht - Total,Int. 75%
9894,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Mann,Median
7895,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Mann,Int. 25%
13165,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Mann,Int. 75%
8514,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Frau,Median
6933,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Frau,Int. 25%
10440,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Frau,Int. 75%
8492,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Geschlecht - Total,Median
6969,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Geschlecht - Total,Int. 25%
10378,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Geschlecht - Total,Int. 75%
8826,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Mann,Median
7299,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Mann,Int. 25%
