Wert,Jahr,Grossregion,Tätigkeit,Anforderungsniveau des Arbeitsplatzes,Geschlecht
"""......""",2006,Zürich (ZH),Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Geschlecht - Total
"""......""",2006,Zürich (ZH),Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Mann
"""......""",2006,Zürich (ZH),Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Frau
7739,2006,Zürich (ZH),Rechnungs- und Personalwesen,Anforderungsniveau - Total,Geschlecht - Total
9398,2006,Zürich (ZH),Rechnungs- und Personalwesen,Anforderungsniveau - Total,Mann
6925,2006,Zürich (ZH),Rechnungs- und Personalwesen,Anforderungsniveau - Total,Frau
9004,2006,Zürich (ZH),Rechnungs- und Personalwesen,Niveau 1+2,Geschlecht - Total
10448,2006,Zürich (ZH),Rechnungs- und Personalwesen,Niveau 1+2,Mann
7749,2006,Zürich (ZH),Rechnungs- und Personalwesen,Niveau 1+2,Frau
6406,2006,Zürich (ZH),Rechnungs- und Personalwesen,Niveau 3,Geschlecht - Total
6881,2006,Zürich (ZH),Rechnungs- und Personalwesen,Niveau 3,Mann
6221,2006,Zürich (ZH),Rechnungs- und Personalwesen,Niveau 3,Frau
5483,2006,Zürich (ZH),Rechnungs- und Personalwesen,Niveau 4,Geschlecht - Total
5674,2006,Zürich (ZH),Rechnungs- und Personalwesen,Niveau 4,Mann
5427,2006,Zürich (ZH),Rechnungs- und Personalwesen,Niveau 4,Frau
6250,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Geschlecht - Total
6871,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Mann
6117,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Frau
7163,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Geschlecht - Total
9000,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Mann
6726,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Frau
6141,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Niveau 3,Geschlecht - Total
6419,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Niveau 3,Mann
6061,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Niveau 3,Frau
5363,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Niveau 4,Geschlecht - Total
5344,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Niveau 4,Mann
5363,2006,Zürich (ZH),Sekretariats- und Kanzleiarbeiten,Niveau 4,Frau
6461,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
7426,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Mann
5857,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Frau
7734,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Geschlecht - Total
8570,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Mann
6666,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Frau
6050,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Geschlecht - Total
6707,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Mann
5727,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Frau
5097,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Geschlecht - Total
5392,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Mann
5010,2006,Zürich (ZH),Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Frau
6623,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Anforderungsniveau - Total,Geschlecht - Total
6746,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Anforderungsniveau - Total,Mann
6190,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Anforderungsniveau - Total,Frau
9127,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Niveau 1+2,Geschlecht - Total
9398,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Niveau 1+2,Mann
8254,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Niveau 1+2,Frau
6196,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Niveau 3,Geschlecht - Total
6335,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Niveau 3,Mann
5502,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Niveau 3,Frau
5015,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Niveau 4,Geschlecht - Total
5109,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Niveau 4,Mann
4442,2006,Zürich (ZH),"Logistik, Stabsaufgaben",Niveau 4,Frau
8440,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Geschlecht - Total
9648,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Mann
6829,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Frau
10271,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Niveau 1+2,Geschlecht - Total
11000,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Niveau 1+2,Mann
8366,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Niveau 1+2,Frau
6350,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Niveau 3,Geschlecht - Total
6803,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Niveau 3,Mann
6056,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Niveau 3,Frau
5420,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Niveau 4,Geschlecht - Total
5114,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Niveau 4,Mann
5667,2006,Zürich (ZH),"Begutachten, beraten, beurkunden",Niveau 4,Frau
7746,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Geschlecht - Total
8254,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Mann
6175,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Frau
8933,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Geschlecht - Total
9208,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Mann
6745,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Frau
6710,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Geschlecht - Total
7023,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Mann
5928,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Frau
5092,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Geschlecht - Total
5262,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Mann
4756,2006,Zürich (ZH),(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Frau
4407,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Geschlecht - Total
5486,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Mann
4187,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Frau
6141,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Geschlecht - Total
7291,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Mann
5190,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Frau
4371,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Geschlecht - Total
5203,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Mann
4177,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Frau
4108,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Geschlecht - Total
4343,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Mann
4069,2006,Zürich (ZH),Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Frau
7778,2006,Zürich (ZH),Forschung und Entwicklung,Anforderungsniveau - Total,Geschlecht - Total
8139,2006,Zürich (ZH),Forschung und Entwicklung,Anforderungsniveau - Total,Mann
6578,2006,Zürich (ZH),Forschung und Entwicklung,Anforderungsniveau - Total,Frau
8119,2006,Zürich (ZH),Forschung und Entwicklung,Niveau 1+2,Geschlecht - Total
8500,2006,Zürich (ZH),Forschung und Entwicklung,Niveau 1+2,Mann
6772,2006,Zürich (ZH),Forschung und Entwicklung,Niveau 1+2,Frau
6446,2006,Zürich (ZH),Forschung und Entwicklung,Niveau 3,Geschlecht - Total
6636,2006,Zürich (ZH),Forschung und Entwicklung,Niveau 3,Mann
5729,2006,Zürich (ZH),Forschung und Entwicklung,Niveau 3,Frau
"""......""",2006,Zürich (ZH),Forschung und Entwicklung,Niveau 4,Geschlecht - Total
"""......""",2006,Zürich (ZH),Forschung und Entwicklung,Niveau 4,Mann
"""......""",2006,Zürich (ZH),Forschung und Entwicklung,Niveau 4,Frau
8730,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Anforderungsniveau - Total,Geschlecht - Total
8959,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Anforderungsniveau - Total,Mann
7100,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Anforderungsniveau - Total,Frau
9429,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Niveau 1+2,Geschlecht - Total
9524,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Niveau 1+2,Mann
8369,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Niveau 1+2,Frau
7085,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Niveau 3,Geschlecht - Total
7407,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Niveau 3,Mann
6199,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Niveau 3,Frau
6143,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Niveau 4,Geschlecht - Total
6604,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Niveau 4,Mann
5417,2006,Zürich (ZH),"Analysieren, programmieren, Operating",Niveau 4,Frau
7069,2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Geschlecht - Total
7378,2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Mann
5913,2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Frau
7529,2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Geschlecht - Total
7788,2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Mann
6138,2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Frau
6293,2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Niveau 3,Geschlecht - Total
6505,2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Niveau 3,Mann
5510,2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Niveau 3,Frau
"""......""",2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Niveau 4,Geschlecht - Total
"""......""",2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Niveau 4,Mann
"""......""",2006,Zürich (ZH),"Planen, konstruieren, zeichnen, gestalten",Niveau 4,Frau
5355,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Geschlecht - Total
5435,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Mann
4913,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Frau
6345,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Niveau 1+2,Geschlecht - Total
6386,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Niveau 1+2,Mann
6130,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Niveau 1+2,Frau
5475,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Niveau 3,Geschlecht - Total
5528,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Niveau 3,Mann
4873,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Niveau 3,Frau
5136,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Niveau 4,Geschlecht - Total
5212,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Niveau 4,Mann
4812,2006,Zürich (ZH),"Transport von Personen, Waren und Nachrichten",Niveau 4,Frau
5471,2006,Zürich (ZH),"Sichern, bewachen",Anforderungsniveau - Total,Geschlecht - Total
5599,2006,Zürich (ZH),"Sichern, bewachen",Anforderungsniveau - Total,Mann
4901,2006,Zürich (ZH),"Sichern, bewachen",Anforderungsniveau - Total,Frau
8507,2006,Zürich (ZH),"Sichern, bewachen",Niveau 1+2,Geschlecht - Total
8922,2006,Zürich (ZH),"Sichern, bewachen",Niveau 1+2,Mann
6310,2006,Zürich (ZH),"Sichern, bewachen",Niveau 1+2,Frau
5927,2006,Zürich (ZH),"Sichern, bewachen",Niveau 3,Geschlecht - Total
6142,2006,Zürich (ZH),"Sichern, bewachen",Niveau 3,Mann
5045,2006,Zürich (ZH),"Sichern, bewachen",Niveau 3,Frau
4850,2006,Zürich (ZH),"Sichern, bewachen",Niveau 4,Geschlecht - Total
5004,2006,Zürich (ZH),"Sichern, bewachen",Niveau 4,Mann
4484,2006,Zürich (ZH),"Sichern, bewachen",Niveau 4,Frau
6171,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Anforderungsniveau - Total,Geschlecht - Total
6929,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Anforderungsniveau - Total,Mann
5992,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Anforderungsniveau - Total,Frau
6710,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Niveau 1+2,Geschlecht - Total
7391,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Niveau 1+2,Mann
6500,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Niveau 1+2,Frau
5929,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Niveau 3,Geschlecht - Total
6572,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Niveau 3,Mann
5822,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Niveau 3,Frau
4913,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Niveau 4,Geschlecht - Total
4867,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Niveau 4,Mann
4940,2006,Zürich (ZH),"Medizinische, pflegerische und soziale Tätigkeiten",Niveau 4,Frau
3715,2006,Zürich (ZH),Körper- und Kleiderpflege,Anforderungsniveau - Total,Geschlecht - Total
5017,2006,Zürich (ZH),Körper- und Kleiderpflege,Anforderungsniveau - Total,Mann
3600,2006,Zürich (ZH),Körper- und Kleiderpflege,Anforderungsniveau - Total,Frau
4223,2006,Zürich (ZH),Körper- und Kleiderpflege,Niveau 1+2,Geschlecht - Total
"""......""",2006,Zürich (ZH),Körper- und Kleiderpflege,Niveau 1+2,Mann
4002,2006,Zürich (ZH),Körper- und Kleiderpflege,Niveau 1+2,Frau
3581,2006,Zürich (ZH),Körper- und Kleiderpflege,Niveau 3,Geschlecht - Total
4921,2006,Zürich (ZH),Körper- und Kleiderpflege,Niveau 3,Mann
3535,2006,Zürich (ZH),Körper- und Kleiderpflege,Niveau 3,Frau
3699,2006,Zürich (ZH),Körper- und Kleiderpflege,Niveau 4,Geschlecht - Total
"""......""",2006,Zürich (ZH),Körper- und Kleiderpflege,Niveau 4,Mann
3595,2006,Zürich (ZH),Körper- und Kleiderpflege,Niveau 4,Frau
3962,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Anforderungsniveau - Total,Geschlecht - Total
4447,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Anforderungsniveau - Total,Mann
3650,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Anforderungsniveau - Total,Frau
5430,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Niveau 1+2,Geschlecht - Total
5712,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Niveau 1+2,Mann
4803,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Niveau 1+2,Frau
4853,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Niveau 3,Geschlecht - Total
5198,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Niveau 3,Mann
4179,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Niveau 3,Frau
3725,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Niveau 4,Geschlecht - Total
4085,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Niveau 4,Mann
3558,2006,Zürich (ZH),Reinigung und öffentliche Hygiene,Niveau 4,Frau
7238,2006,Zürich (ZH),Pädagogische Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
8099,2006,Zürich (ZH),Pädagogische Tätigkeiten,Anforderungsniveau - Total,Mann
6573,2006,Zürich (ZH),Pädagogische Tätigkeiten,Anforderungsniveau - Total,Frau
7487,2006,Zürich (ZH),Pädagogische Tätigkeiten,Niveau 1+2,Geschlecht - Total
8233,2006,Zürich (ZH),Pädagogische Tätigkeiten,Niveau 1+2,Mann
6934,2006,Zürich (ZH),Pädagogische Tätigkeiten,Niveau 1+2,Frau
6229,2006,Zürich (ZH),Pädagogische Tätigkeiten,Niveau 3,Geschlecht - Total
7794,2006,Zürich (ZH),Pädagogische Tätigkeiten,Niveau 3,Mann
5622,2006,Zürich (ZH),Pädagogische Tätigkeiten,Niveau 3,Frau
5236,2006,Zürich (ZH),Pädagogische Tätigkeiten,Niveau 4,Geschlecht - Total
"""......""",2006,Zürich (ZH),Pädagogische Tätigkeiten,Niveau 4,Mann
5259,2006,Zürich (ZH),Pädagogische Tätigkeiten,Niveau 4,Frau
4190,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
4322,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Anforderungsniveau - Total,Mann
4121,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Anforderungsniveau - Total,Frau
5327,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 1+2,Geschlecht - Total
5710,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 1+2,Mann
4873,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 1+2,Frau
4286,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 3,Geschlecht - Total
4366,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 3,Mann
4190,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 3,Frau
3921,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 4,Geschlecht - Total
3859,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 4,Mann
3964,2006,Zürich (ZH),Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 4,Frau
7920,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Anforderungsniveau - Total,Geschlecht - Total
8623,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Anforderungsniveau - Total,Mann
6990,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Anforderungsniveau - Total,Frau
8750,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 1+2,Geschlecht - Total
9380,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 1+2,Mann
7710,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 1+2,Frau
7499,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 3,Geschlecht - Total
7912,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 3,Mann
7042,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 3,Frau
4333,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 4,Geschlecht - Total
4333,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 4,Mann
4333,2006,Zürich (ZH),"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 4,Frau
5302,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Anforderungsniveau - Total,Geschlecht - Total
5674,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Anforderungsniveau - Total,Mann
4460,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Anforderungsniveau - Total,Frau
6628,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Niveau 1+2,Geschlecht - Total
6988,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Niveau 1+2,Mann
5521,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Niveau 1+2,Frau
5155,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Niveau 3,Geschlecht - Total
5424,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Niveau 3,Mann
4490,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Niveau 3,Frau
4330,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Niveau 4,Geschlecht - Total
4698,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Niveau 4,Mann
3895,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeit - Total,Niveau 4,Frau
5181,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Anforderungsniveau - Total,Geschlecht - Total
5356,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Anforderungsniveau - Total,Mann
3996,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Anforderungsniveau - Total,Frau
5924,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 1+2,Geschlecht - Total
5984,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 1+2,Mann
4555,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 1+2,Frau
5292,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 3,Geschlecht - Total
5370,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 3,Mann
4189,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 3,Frau
4470,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 4,Geschlecht - Total
4776,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 4,Mann
3830,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 4,Frau
4932,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Anforderungsniveau - Total,Geschlecht - Total
5277,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Anforderungsniveau - Total,Mann
3968,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Anforderungsniveau - Total,Frau
5843,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Niveau 1+2,Geschlecht - Total
5982,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Niveau 1+2,Mann
4452,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Niveau 1+2,Frau
5263,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Niveau 3,Geschlecht - Total
5442,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Niveau 3,Mann
4149,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Niveau 3,Frau
4279,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Niveau 4,Geschlecht - Total
4677,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Niveau 4,Mann
3813,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Herstellen und bearbeiten von Produkten,Niveau 4,Frau
5298,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Anforderungsniveau - Total,Geschlecht - Total
5308,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Anforderungsniveau - Total,Mann
4550,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Anforderungsniveau - Total,Frau
5850,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Niveau 1+2,Geschlecht - Total
5861,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Niveau 1+2,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Niveau 1+2,Frau
