Wert,Geschlecht,Arbeitskanton,Erwerbsstatus,Aufenthaltsdauer,Quartal
11819,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q3
11668.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q4
11687.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q1
11582.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q2
11488.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q3
11514.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q4
11362,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q1
11740.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q2
12173.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q3
12304.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q4
12622.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q1
12932.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q2
13202.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q3
12867.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q4
12877,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q1
12734.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q2
12549,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q3
12555,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q4
12749,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q1
13022.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q2
13125.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q3
12956.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q4
13190.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q1
13398.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q2
13395.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q3
13158.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q4
13273.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q1
13433.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q2
13602.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q3
13389.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q4
13360,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q1
13570.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q2
13641,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q3
13567.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q4
13396.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q1
13621.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q2
13717.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q3
13796,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q4
13934.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q1
14073.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q2
14340.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q3
14451.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q4
14575.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q1
14768.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q2
14922.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q3
15027.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q4
15046.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2016Q1
15144.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2016Q2
15311.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2016Q3
195.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2002Q2
236.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2002Q3
164,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2002Q4
171.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2003Q1
201.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2003Q2
172.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2003Q3
105.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2003Q4
102.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2004Q1
124.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2004Q2
85.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2004Q3
45.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2004Q4
59.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2005Q1
71.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2005Q2
97.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2005Q3
60,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2005Q4
57.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2006Q1
105.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2006Q2
136.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2006Q3
38.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2006Q4
69.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2007Q1
144.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2007Q2
180.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2007Q3
28.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2007Q4
50.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2008Q1
83.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2008Q2
76.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2008Q3
36.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2008Q4
55.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2009Q1
148.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2009Q2
181.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2009Q3
36.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2009Q4
85.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2010Q1
150.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2010Q2
184,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2010Q3
14,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2010Q4
17,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2011Q1
21,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2011Q2
20,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2011Q3
22,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2011Q4
16,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2012Q1
13,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2012Q2
12,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2012Q3
12,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2012Q4
15,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2013Q1
15,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2013Q2
13,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2013Q3
8,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2013Q4
13.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2014Q1
14.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2014Q2
22.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2014Q3
21.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2014Q4
13.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2015Q1
14.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2015Q2
27.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2015Q3
37,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2015Q4
42.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2016Q1
42.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2016Q2
38.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,<12 Monate,2016Q3
11377.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2002Q2
11397.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2002Q3
11496.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2002Q4
11547.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2003Q1
11533.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2003Q2
11593.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2003Q3
11702.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2003Q4
11756.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2004Q1
12052.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2004Q2
11733.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2004Q3
11623.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2004Q4
11628.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2005Q1
11510.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2005Q2
11391.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2005Q3
11454.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2005Q4
11304.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2006Q1
11634.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2006Q2
12036.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2006Q3
12266.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2006Q4
12553.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2007Q1
12788.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2007Q2
13021.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2007Q3
12838.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2007Q4
12826.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2008Q1
12651.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2008Q2
12472.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2008Q3
12518.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2008Q4
12693.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2009Q1
12874.3,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2009Q2
12944,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2009Q3
12920.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2009Q4
13105.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2010Q1
13247.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2010Q2
13211.1,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2010Q3
13144.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2010Q4
13256.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2011Q1
13412.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2011Q2
13582.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2011Q3
13367.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2011Q4
13344,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2012Q1
13557.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2012Q2
13629,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2012Q3
13555.9,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2012Q4
13381.7,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2013Q1
13606.6,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2013Q2
13704.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2013Q3
13788,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2013Q4
13921,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2014Q1
14058.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2014Q2
14318.4,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2014Q3
14430.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2014Q4
14562,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2015Q1
14754.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2015Q2
14895.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2015Q3
14990.2,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2015Q4
15004,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2016Q1
15102.5,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2016Q2
15272.8,Mann,Basel-Landschaft,Erwerbsstatus - Total,>=12 Monate,2016Q3
11572.9,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2002Q2
11628.2,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2002Q3
11651.8,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2002Q4
11710.3,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q1
11721.6,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q2
11753.9,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q3
11793.7,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q4
11846.7,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q1
12163.1,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q2
11804.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q3
11651.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q4
11667.4,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q1
11560.7,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q2
11462.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q3
11486.1,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q4
11330,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q1
11706.8,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q2
12142.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q3
12274.2,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q4
12591.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q1
12897.4,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q2
13168.8,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q3
12831.8,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q4
12839.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q1
12697.2,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q2
12513.8,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q3
12518.8,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q4
12714.2,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q1
12984.3,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q2
13088,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q3
12920.9,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q4
13153.6,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q1
13359,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q2
13354.4,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q3
13117.9,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q4
13232.6,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q1
13389.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q2
13557.9,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q3
13345.9,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q4
13319.4,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q1
13527.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q2
13595.4,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q3
13525.7,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q4
13351.1,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q1
13568.8,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q2
13661,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q3
13737.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q4
13872.1,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q1
14012.2,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q2
14277.7,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q3
14385,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q4
14506.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q1
14701.7,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q2
14854.7,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q3
14958.8,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q4
14974.9,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q1
15066.1,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q2
15234.5,Mann,Basel-Landschaft,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q3
195.7,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2002Q2
236.2,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2002Q3
164,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2002Q4
171.6,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2003Q1
201.4,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2003Q2
172.3,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2003Q3
105.3,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2003Q4
102.9,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2004Q1
124.7,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2004Q2
85.8,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2004Q3
45.2,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2004Q4
59.3,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2005Q1
71.9,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2005Q2
97.4,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2005Q3
60,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2005Q4
57.7,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2006Q1
105.9,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2006Q2
136.8,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2006Q3
38.3,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2006Q4
69.1,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2007Q1
144.3,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2007Q2
180.8,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2007Q3
28.8,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2007Q4
50.4,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2008Q1
83.2,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2008Q2
76.8,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2008Q3
36.1,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2008Q4
55.9,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2009Q1
148.3,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2009Q2
181.2,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2009Q3
36.7,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2009Q4
85.1,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2010Q1
150.7,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2010Q2
184,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2010Q3
14,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2010Q4
17,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2011Q1
21,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2011Q2
20,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2011Q3
22,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2011Q4
16,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2012Q1
13,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2012Q2
12,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2012Q3
12,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2012Q4
15,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2013Q1
15,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2013Q2
13,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2013Q3
8,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2013Q4
13.4,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2014Q1
14.8,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2014Q2
22.3,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2014Q3
21.2,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2014Q4
13.3,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2015Q1
14.5,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2015Q2
27.4,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2015Q3
37,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2015Q4
42.1,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2016Q1
42.2,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2016Q2
38.7,Mann,Basel-Landschaft,Arbeitnehmer,<12 Monate,2016Q3
11377.2,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2002Q2
11392,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2002Q3
11487.8,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2002Q4
11538.7,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2003Q1
11520.2,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2003Q2
11581.6,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2003Q3
11688.4,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2003Q4
11743.8,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2004Q1
12038.5,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2004Q2
11718.7,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2004Q3
11606.3,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2004Q4
11608.1,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2005Q1
11488.8,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2005Q2
11365.2,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2005Q3
11426.1,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2005Q4
11272.3,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2006Q1
11600.9,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2006Q2
12005.7,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2006Q3
12235.8,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2006Q4
12522.4,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2007Q1
12753,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2007Q2
12988,Mann,Basel-Landschaft,Arbeitnehmer,>=12 Monate,2007Q3
