Wert,Jahr,Grossregion,Staatsangehörigkeit / Anwesenheitsbewilligung,Anforderungsniveau des Arbeitsplatzes,Geschlecht,Zentralwert und Quartilbereich
4127,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Int. 75%
3515,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Median
3074,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 25%
4414,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 75%
4050,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Median
3156,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 25%
4761,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 75%
3238,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Median
3026,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 25%
3508,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 75%
4675,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Median
3738,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
5751,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
4882,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Median
4088,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 25%
5958,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 75%
3957,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Median
3417,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 25%
5335,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 75%
6284,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Median
5159,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 25%
8392,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 75%
6588,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Median
5278,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 25%
8973,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 75%
5814,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Median
4746,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 25%
7101,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 75%
4757,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Median
3926,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 25%
5549,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 75%
4919,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Median
4248,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 25%
5571,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 75%
4150,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Median
3552,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 25%
5450,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 75%
3882,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Median
3405,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 25%
4611,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 75%
4229,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Median
3594,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 25%
4789,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 75%
3560,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Median
3263,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 25%
4028,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 75%
4917,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Median
4104,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
5768,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5218,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Median
4574,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 25%
5990,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 75%
4065,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Median
3560,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 25%
4804,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 75%
6176,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Median
5045,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 25%
8095,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 75%
6395,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Median
5311,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 25%
8394,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 75%
5456,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Median
4252,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 25%
7150,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 75%
5129,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Median
4375,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 25%
5817,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 75%
5312,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 3,Mann,Median
4713,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 3,Mann,Int. 25%
5937,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 3,Mann,Int. 75%
4230,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 3,Frau,Median
3714,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 3,Frau,Int. 25%
5042,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 3,Frau,Int. 75%
4366,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Median
3732,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 25%
4997,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 75%
4775,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 4,Mann,Median
4207,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 4,Mann,Int. 25%
5261,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 4,Mann,Int. 75%
3813,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 4,Frau,Median
3403,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 4,Frau,Int. 25%
4329,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Niedergelassene (Kat. C),Niveau 4,Frau,Int. 75%
5508,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Median
4632,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6665,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5618,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Median
4815,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 25%
6762,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 75%
4813,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Median
3765,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Int. 25%
6175,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Int. 75%
6500,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Median
5365,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Int. 25%
8151,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Int. 75%
6632,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Mann,Median
5497,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Mann,Int. 25%
8313,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Mann,Int. 75%
5891,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Frau,Median
4645,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Frau,Int. 25%
7244,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Frau,Int. 75%
5345,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 3,Geschlecht - Total,Median
4624,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 3,Geschlecht - Total,Int. 25%
6190,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 3,Geschlecht - Total,Int. 75%
5417,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 3,Mann,Median
4767,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 3,Mann,Int. 25%
6211,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 3,Mann,Int. 75%
4784,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 3,Frau,Median
3870,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 3,Frau,Int. 25%
5919,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 3,Frau,Int. 75%
4510,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 4,Geschlecht - Total,Median
3736,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 4,Geschlecht - Total,Int. 25%
5018,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 4,Geschlecht - Total,Int. 75%
4715,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 4,Mann,Median
4170,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 4,Mann,Int. 25%
5121,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 4,Mann,Int. 75%
3768,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 4,Frau,Median
3159,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 4,Frau,Int. 25%
4527,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",GrenzgängerInnen (Kat. G),Niveau 4,Frau,Int. 75%
5241,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Anforderungsniveau - Total,Geschlecht - Total,Median
4038,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6660,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5389,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Anforderungsniveau - Total,Mann,Median
4239,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Anforderungsniveau - Total,Mann,Int. 25%
6835,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Anforderungsniveau - Total,Mann,Int. 75%
4785,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Anforderungsniveau - Total,Frau,Median
3723,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Anforderungsniveau - Total,Frau,Int. 25%
6293,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Anforderungsniveau - Total,Frau,Int. 75%
7313,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Geschlecht - Total,Median
5971,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Geschlecht - Total,Int. 25%
9070,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Geschlecht - Total,Int. 75%
7493,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Mann,Median
6221,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Mann,Int. 25%
9517,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Mann,Int. 75%
6426,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Frau,Median
5309,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Frau,Int. 25%
7674,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Frau,Int. 75%
5293,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Geschlecht - Total,Median
4302,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Geschlecht - Total,Int. 25%
6161,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Geschlecht - Total,Int. 75%
5345,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Mann,Median
4357,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Mann,Int. 25%
6140,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Mann,Int. 75%
5134,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Frau,Median
4213,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Frau,Int. 25%
6240,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Frau,Int. 75%
4137,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Geschlecht - Total,Median
3433,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Geschlecht - Total,Int. 25%
5032,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Geschlecht - Total,Int. 75%
4438,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Mann,Median
3516,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Mann,Int. 25%
5200,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Mann,Int. 75%
3657,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Frau,Median
3030,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Frau,Int. 25%
4472,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Frau,Int. 75%
5537,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Median
4444,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7176,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5932,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Median
4870,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 25%
7781,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 75%
4724,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Median
3908,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 25%
6073,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 75%
7161,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Median
5620,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 25%
9326,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 75%
7568,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Median
5946,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 25%
9750,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 75%
6118,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Median
4800,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 25%
7725,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 75%
5262,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Median
4406,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 25%
6235,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 75%
5453,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Median
4686,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 25%
6417,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 75%
4800,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Median
4017,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 25%
5889,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 75%
4303,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Median
3751,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 25%
5052,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 75%
4738,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Median
4091,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 25%
5372,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 75%
3943,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Median
3560,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 25%
4444,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 75%
5733,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
4622,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
