Value,Geschlecht,Arbeitskanton,Altersklasse,Quartal
9666.1,Mann,Basel-Landschaft,Altersklasse - Total,1999Q4
9836.9,Mann,Basel-Landschaft,Altersklasse - Total,2000Q1
10037.8,Mann,Basel-Landschaft,Altersklasse - Total,2000Q2
10339,Mann,Basel-Landschaft,Altersklasse - Total,2000Q3
10461.1,Mann,Basel-Landschaft,Altersklasse - Total,2000Q4
10683.5,Mann,Basel-Landschaft,Altersklasse - Total,2001Q1
10921,Mann,Basel-Landschaft,Altersklasse - Total,2001Q2
11232.9,Mann,Basel-Landschaft,Altersklasse - Total,2001Q3
11282.9,Mann,Basel-Landschaft,Altersklasse - Total,2001Q4
11417.5,Mann,Basel-Landschaft,Altersklasse - Total,2002Q1
11572.9,Mann,Basel-Landschaft,Altersklasse - Total,2002Q2
11633.8,Mann,Basel-Landschaft,Altersklasse - Total,2002Q3
11660.2,Mann,Basel-Landschaft,Altersklasse - Total,2002Q4
11718.7,Mann,Basel-Landschaft,Altersklasse - Total,2003Q1
11734.7,Mann,Basel-Landschaft,Altersklasse - Total,2003Q2
11766.1,Mann,Basel-Landschaft,Altersklasse - Total,2003Q3
11807.8,Mann,Basel-Landschaft,Altersklasse - Total,2003Q4
11859.9,Mann,Basel-Landschaft,Altersklasse - Total,2004Q1
12177.3,Mann,Basel-Landschaft,Altersklasse - Total,2004Q2
11819,Mann,Basel-Landschaft,Altersklasse - Total,2004Q3
11668.5,Mann,Basel-Landschaft,Altersklasse - Total,2004Q4
11687.8,Mann,Basel-Landschaft,Altersklasse - Total,2005Q1
11582.8,Mann,Basel-Landschaft,Altersklasse - Total,2005Q2
11488.6,Mann,Basel-Landschaft,Altersklasse - Total,2005Q3
11514.3,Mann,Basel-Landschaft,Altersklasse - Total,2005Q4
11362,Mann,Basel-Landschaft,Altersklasse - Total,2006Q1
11740.5,Mann,Basel-Landschaft,Altersklasse - Total,2006Q2
12173.2,Mann,Basel-Landschaft,Altersklasse - Total,2006Q3
12304.8,Mann,Basel-Landschaft,Altersklasse - Total,2006Q4
12622.5,Mann,Basel-Landschaft,Altersklasse - Total,2007Q1
12932.4,Mann,Basel-Landschaft,Altersklasse - Total,2007Q2
13202.7,Mann,Basel-Landschaft,Altersklasse - Total,2007Q3
12867.6,Mann,Basel-Landschaft,Altersklasse - Total,2007Q4
12877,Mann,Basel-Landschaft,Altersklasse - Total,2008Q1
12734.9,Mann,Basel-Landschaft,Altersklasse - Total,2008Q2
12549,Mann,Basel-Landschaft,Altersklasse - Total,2008Q3
12555,Mann,Basel-Landschaft,Altersklasse - Total,2008Q4
12749,Mann,Basel-Landschaft,Altersklasse - Total,2009Q1
13022.6,Mann,Basel-Landschaft,Altersklasse - Total,2009Q2
13125.2,Mann,Basel-Landschaft,Altersklasse - Total,2009Q3
12956.8,Mann,Basel-Landschaft,Altersklasse - Total,2009Q4
13190.9,Mann,Basel-Landschaft,Altersklasse - Total,2010Q1
13398.4,Mann,Basel-Landschaft,Altersklasse - Total,2010Q2
13395.1,Mann,Basel-Landschaft,Altersklasse - Total,2010Q3
13158.7,Mann,Basel-Landschaft,Altersklasse - Total,2010Q4
13273.5,Mann,Basel-Landschaft,Altersklasse - Total,2011Q1
13433.8,Mann,Basel-Landschaft,Altersklasse - Total,2011Q2
13602.4,Mann,Basel-Landschaft,Altersklasse - Total,2011Q3
13389.2,Mann,Basel-Landschaft,Altersklasse - Total,2011Q4
13360,Mann,Basel-Landschaft,Altersklasse - Total,2012Q1
13570.6,Mann,Basel-Landschaft,Altersklasse - Total,2012Q2
13641,Mann,Basel-Landschaft,Altersklasse - Total,2012Q3
13567.9,Mann,Basel-Landschaft,Altersklasse - Total,2012Q4
13396.7,Mann,Basel-Landschaft,Altersklasse - Total,2013Q1
13621.6,Mann,Basel-Landschaft,Altersklasse - Total,2013Q2
13717.5,Mann,Basel-Landschaft,Altersklasse - Total,2013Q3
13796,Mann,Basel-Landschaft,Altersklasse - Total,2013Q4
13934.4,Mann,Basel-Landschaft,Altersklasse - Total,2014Q1
14073.5,Mann,Basel-Landschaft,Altersklasse - Total,2014Q2
14340.7,Mann,Basel-Landschaft,Altersklasse - Total,2014Q3
14451.6,Mann,Basel-Landschaft,Altersklasse - Total,2014Q4
14575.3,Mann,Basel-Landschaft,Altersklasse - Total,2015Q1
14768.7,Mann,Basel-Landschaft,Altersklasse - Total,2015Q2
14922.7,Mann,Basel-Landschaft,Altersklasse - Total,2015Q3
15027.2,Mann,Basel-Landschaft,Altersklasse - Total,2015Q4
15046.1,Mann,Basel-Landschaft,Altersklasse - Total,2016Q1
15144.7,Mann,Basel-Landschaft,Altersklasse - Total,2016Q2
15311.5,Mann,Basel-Landschaft,Altersklasse - Total,2016Q3
27.6,Mann,Basel-Landschaft,15-19 Jahre,1999Q1
25,Mann,Basel-Landschaft,15-19 Jahre,1999Q2
30.3,Mann,Basel-Landschaft,15-19 Jahre,1999Q3
27.6,Mann,Basel-Landschaft,15-19 Jahre,1999Q4
33.4,Mann,Basel-Landschaft,15-19 Jahre,2000Q1
39.9,Mann,Basel-Landschaft,15-19 Jahre,2000Q2
40.6,Mann,Basel-Landschaft,15-19 Jahre,2000Q3
36,Mann,Basel-Landschaft,15-19 Jahre,2000Q4
34.1,Mann,Basel-Landschaft,15-19 Jahre,2001Q1
35.6,Mann,Basel-Landschaft,15-19 Jahre,2001Q2
42.2,Mann,Basel-Landschaft,15-19 Jahre,2001Q3
35.5,Mann,Basel-Landschaft,15-19 Jahre,2001Q4
41.2,Mann,Basel-Landschaft,15-19 Jahre,2002Q1
47.4,Mann,Basel-Landschaft,15-19 Jahre,2002Q2
47.5,Mann,Basel-Landschaft,15-19 Jahre,2002Q3
43.3,Mann,Basel-Landschaft,15-19 Jahre,2002Q4
37.1,Mann,Basel-Landschaft,15-19 Jahre,2003Q1
29.5,Mann,Basel-Landschaft,15-19 Jahre,2003Q2
30.9,Mann,Basel-Landschaft,15-19 Jahre,2003Q3
27,Mann,Basel-Landschaft,15-19 Jahre,2003Q4
23.5,Mann,Basel-Landschaft,15-19 Jahre,2004Q1
24.1,Mann,Basel-Landschaft,15-19 Jahre,2004Q2
32.8,Mann,Basel-Landschaft,15-19 Jahre,2004Q3
33.5,Mann,Basel-Landschaft,15-19 Jahre,2004Q4
26.9,Mann,Basel-Landschaft,15-19 Jahre,2005Q1
25,Mann,Basel-Landschaft,15-19 Jahre,2005Q2
34.7,Mann,Basel-Landschaft,15-19 Jahre,2005Q3
30.5,Mann,Basel-Landschaft,15-19 Jahre,2005Q4
28.9,Mann,Basel-Landschaft,15-19 Jahre,2006Q1
27.3,Mann,Basel-Landschaft,15-19 Jahre,2006Q2
43.2,Mann,Basel-Landschaft,15-19 Jahre,2006Q3
41.2,Mann,Basel-Landschaft,15-19 Jahre,2006Q4
40.6,Mann,Basel-Landschaft,15-19 Jahre,2007Q1
39.2,Mann,Basel-Landschaft,15-19 Jahre,2007Q2
56.3,Mann,Basel-Landschaft,15-19 Jahre,2007Q3
49.9,Mann,Basel-Landschaft,15-19 Jahre,2007Q4
51.3,Mann,Basel-Landschaft,15-19 Jahre,2008Q1
44.8,Mann,Basel-Landschaft,15-19 Jahre,2008Q2
51.4,Mann,Basel-Landschaft,15-19 Jahre,2008Q3
61.5,Mann,Basel-Landschaft,15-19 Jahre,2008Q4
57.5,Mann,Basel-Landschaft,15-19 Jahre,2009Q1
52.3,Mann,Basel-Landschaft,15-19 Jahre,2009Q2
52.9,Mann,Basel-Landschaft,15-19 Jahre,2009Q3
51.1,Mann,Basel-Landschaft,15-19 Jahre,2009Q4
48.4,Mann,Basel-Landschaft,15-19 Jahre,2010Q1
40.5,Mann,Basel-Landschaft,15-19 Jahre,2010Q2
49.3,Mann,Basel-Landschaft,15-19 Jahre,2010Q3
42.1,Mann,Basel-Landschaft,15-19 Jahre,2010Q4
47.5,Mann,Basel-Landschaft,15-19 Jahre,2011Q1
39.4,Mann,Basel-Landschaft,15-19 Jahre,2011Q2
45.1,Mann,Basel-Landschaft,15-19 Jahre,2011Q3
41.9,Mann,Basel-Landschaft,15-19 Jahre,2011Q4
39.5,Mann,Basel-Landschaft,15-19 Jahre,2012Q1
39.6,Mann,Basel-Landschaft,15-19 Jahre,2012Q2
46.1,Mann,Basel-Landschaft,15-19 Jahre,2012Q3
38.6,Mann,Basel-Landschaft,15-19 Jahre,2012Q4
29.7,Mann,Basel-Landschaft,15-19 Jahre,2013Q1
29.6,Mann,Basel-Landschaft,15-19 Jahre,2013Q2
32.1,Mann,Basel-Landschaft,15-19 Jahre,2013Q3
27.5,Mann,Basel-Landschaft,15-19 Jahre,2013Q4
35.3,Mann,Basel-Landschaft,15-19 Jahre,2014Q1
33.7,Mann,Basel-Landschaft,15-19 Jahre,2014Q2
44.2,Mann,Basel-Landschaft,15-19 Jahre,2014Q3
47.1,Mann,Basel-Landschaft,15-19 Jahre,2014Q4
37.7,Mann,Basel-Landschaft,15-19 Jahre,2015Q1
37.6,Mann,Basel-Landschaft,15-19 Jahre,2015Q2
57.3,Mann,Basel-Landschaft,15-19 Jahre,2015Q3
51.2,Mann,Basel-Landschaft,15-19 Jahre,2015Q4
49.1,Mann,Basel-Landschaft,15-19 Jahre,2016Q1
43,Mann,Basel-Landschaft,15-19 Jahre,2016Q2
57,Mann,Basel-Landschaft,15-19 Jahre,2016Q3
184.2,Mann,Basel-Landschaft,20-24 Jahre,1999Q1
208.2,Mann,Basel-Landschaft,20-24 Jahre,1999Q2
212.5,Mann,Basel-Landschaft,20-24 Jahre,1999Q3
228.7,Mann,Basel-Landschaft,20-24 Jahre,1999Q4
242.8,Mann,Basel-Landschaft,20-24 Jahre,2000Q1
267.8,Mann,Basel-Landschaft,20-24 Jahre,2000Q2
310.2,Mann,Basel-Landschaft,20-24 Jahre,2000Q3
330.8,Mann,Basel-Landschaft,20-24 Jahre,2000Q4
368.2,Mann,Basel-Landschaft,20-24 Jahre,2001Q1
386.3,Mann,Basel-Landschaft,20-24 Jahre,2001Q2
428.8,Mann,Basel-Landschaft,20-24 Jahre,2001Q3
443.4,Mann,Basel-Landschaft,20-24 Jahre,2001Q4
462.5,Mann,Basel-Landschaft,20-24 Jahre,2002Q1
470.6,Mann,Basel-Landschaft,20-24 Jahre,2002Q2
491.4,Mann,Basel-Landschaft,20-24 Jahre,2002Q3
457.5,Mann,Basel-Landschaft,20-24 Jahre,2002Q4
463.4,Mann,Basel-Landschaft,20-24 Jahre,2003Q1
448.7,Mann,Basel-Landschaft,20-24 Jahre,2003Q2
446,Mann,Basel-Landschaft,20-24 Jahre,2003Q3
420.7,Mann,Basel-Landschaft,20-24 Jahre,2003Q4
425.3,Mann,Basel-Landschaft,20-24 Jahre,2004Q1
446,Mann,Basel-Landschaft,20-24 Jahre,2004Q2
425.1,Mann,Basel-Landschaft,20-24 Jahre,2004Q3
405.3,Mann,Basel-Landschaft,20-24 Jahre,2004Q4
400.8,Mann,Basel-Landschaft,20-24 Jahre,2005Q1
384.6,Mann,Basel-Landschaft,20-24 Jahre,2005Q2
362,Mann,Basel-Landschaft,20-24 Jahre,2005Q3
348.1,Mann,Basel-Landschaft,20-24 Jahre,2005Q4
331.1,Mann,Basel-Landschaft,20-24 Jahre,2006Q1
367,Mann,Basel-Landschaft,20-24 Jahre,2006Q2
384.8,Mann,Basel-Landschaft,20-24 Jahre,2006Q3
386.9,Mann,Basel-Landschaft,20-24 Jahre,2006Q4
409.1,Mann,Basel-Landschaft,20-24 Jahre,2007Q1
417.8,Mann,Basel-Landschaft,20-24 Jahre,2007Q2
474.2,Mann,Basel-Landschaft,20-24 Jahre,2007Q3
471.3,Mann,Basel-Landschaft,20-24 Jahre,2007Q4
503.3,Mann,Basel-Landschaft,20-24 Jahre,2008Q1
507.5,Mann,Basel-Landschaft,20-24 Jahre,2008Q2
498.7,Mann,Basel-Landschaft,20-24 Jahre,2008Q3
506.5,Mann,Basel-Landschaft,20-24 Jahre,2008Q4
500.4,Mann,Basel-Landschaft,20-24 Jahre,2009Q1
513.6,Mann,Basel-Landschaft,20-24 Jahre,2009Q2
506,Mann,Basel-Landschaft,20-24 Jahre,2009Q3
495,Mann,Basel-Landschaft,20-24 Jahre,2009Q4
484.6,Mann,Basel-Landschaft,20-24 Jahre,2010Q1
502.5,Mann,Basel-Landschaft,20-24 Jahre,2010Q2
500.9,Mann,Basel-Landschaft,20-24 Jahre,2010Q3
465,Mann,Basel-Landschaft,20-24 Jahre,2010Q4
484,Mann,Basel-Landschaft,20-24 Jahre,2011Q1
500,Mann,Basel-Landschaft,20-24 Jahre,2011Q2
498,Mann,Basel-Landschaft,20-24 Jahre,2011Q3
465,Mann,Basel-Landschaft,20-24 Jahre,2011Q4
452,Mann,Basel-Landschaft,20-24 Jahre,2012Q1
474,Mann,Basel-Landschaft,20-24 Jahre,2012Q2
473,Mann,Basel-Landschaft,20-24 Jahre,2012Q3
461,Mann,Basel-Landschaft,20-24 Jahre,2012Q4
440.6,Mann,Basel-Landschaft,20-24 Jahre,2013Q1
450.6,Mann,Basel-Landschaft,20-24 Jahre,2013Q2
487.6,Mann,Basel-Landschaft,20-24 Jahre,2013Q3
492,Mann,Basel-Landschaft,20-24 Jahre,2013Q4
497.4,Mann,Basel-Landschaft,20-24 Jahre,2014Q1
476.1,Mann,Basel-Landschaft,20-24 Jahre,2014Q2
495.2,Mann,Basel-Landschaft,20-24 Jahre,2014Q3
516.6,Mann,Basel-Landschaft,20-24 Jahre,2014Q4
511.4,Mann,Basel-Landschaft,20-24 Jahre,2015Q1
497.9,Mann,Basel-Landschaft,20-24 Jahre,2015Q2
527.2,Mann,Basel-Landschaft,20-24 Jahre,2015Q3
542.1,Mann,Basel-Landschaft,20-24 Jahre,2015Q4
522.1,Mann,Basel-Landschaft,20-24 Jahre,2016Q1
505.3,Mann,Basel-Landschaft,20-24 Jahre,2016Q2
512.8,Mann,Basel-Landschaft,20-24 Jahre,2016Q3
820,Mann,Basel-Landschaft,25-29 Jahre,1999Q1
778,Mann,Basel-Landschaft,25-29 Jahre,1999Q2
783.8,Mann,Basel-Landschaft,25-29 Jahre,1999Q3
761.3,Mann,Basel-Landschaft,25-29 Jahre,1999Q4
772.1,Mann,Basel-Landschaft,25-29 Jahre,2000Q1
777.9,Mann,Basel-Landschaft,25-29 Jahre,2000Q2
815.2,Mann,Basel-Landschaft,25-29 Jahre,2000Q3
824.1,Mann,Basel-Landschaft,25-29 Jahre,2000Q4
832.3,Mann,Basel-Landschaft,25-29 Jahre,2001Q1
867,Mann,Basel-Landschaft,25-29 Jahre,2001Q2
910.5,Mann,Basel-Landschaft,25-29 Jahre,2001Q3
900,Mann,Basel-Landschaft,25-29 Jahre,2001Q4
913.3,Mann,Basel-Landschaft,25-29 Jahre,2002Q1
891.8,Mann,Basel-Landschaft,25-29 Jahre,2002Q2
873.5,Mann,Basel-Landschaft,25-29 Jahre,2002Q3
856.5,Mann,Basel-Landschaft,25-29 Jahre,2002Q4
870.7,Mann,Basel-Landschaft,25-29 Jahre,2003Q1
860.5,Mann,Basel-Landschaft,25-29 Jahre,2003Q2
864.1,Mann,Basel-Landschaft,25-29 Jahre,2003Q3
851.9,Mann,Basel-Landschaft,25-29 Jahre,2003Q4
850.3,Mann,Basel-Landschaft,25-29 Jahre,2004Q1
889.7,Mann,Basel-Landschaft,25-29 Jahre,2004Q2
840.1,Mann,Basel-Landschaft,25-29 Jahre,2004Q3
828.6,Mann,Basel-Landschaft,25-29 Jahre,2004Q4
838.4,Mann,Basel-Landschaft,25-29 Jahre,2005Q1
838.8,Mann,Basel-Landschaft,25-29 Jahre,2005Q2
823,Mann,Basel-Landschaft,25-29 Jahre,2005Q3
847.9,Mann,Basel-Landschaft,25-29 Jahre,2005Q4
829.6,Mann,Basel-Landschaft,25-29 Jahre,2006Q1
877.5,Mann,Basel-Landschaft,25-29 Jahre,2006Q2
928,Mann,Basel-Landschaft,25-29 Jahre,2006Q3
949.4,Mann,Basel-Landschaft,25-29 Jahre,2006Q4
968.3,Mann,Basel-Landschaft,25-29 Jahre,2007Q1
1008.6,Mann,Basel-Landschaft,25-29 Jahre,2007Q2
1048.4,Mann,Basel-Landschaft,25-29 Jahre,2007Q3
1034.7,Mann,Basel-Landschaft,25-29 Jahre,2007Q4
1043.2,Mann,Basel-Landschaft,25-29 Jahre,2008Q1
1033.9,Mann,Basel-Landschaft,25-29 Jahre,2008Q2
1028.6,Mann,Basel-Landschaft,25-29 Jahre,2008Q3
1035.2,Mann,Basel-Landschaft,25-29 Jahre,2008Q4
1037.7,Mann,Basel-Landschaft,25-29 Jahre,2009Q1
1051.4,Mann,Basel-Landschaft,25-29 Jahre,2009Q2
1058.3,Mann,Basel-Landschaft,25-29 Jahre,2009Q3
1030.3,Mann,Basel-Landschaft,25-29 Jahre,2009Q4
1048.7,Mann,Basel-Landschaft,25-29 Jahre,2010Q1
1065.5,Mann,Basel-Landschaft,25-29 Jahre,2010Q2
1062.4,Mann,Basel-Landschaft,25-29 Jahre,2010Q3
1009,Mann,Basel-Landschaft,25-29 Jahre,2010Q4
999,Mann,Basel-Landschaft,25-29 Jahre,2011Q1
1016,Mann,Basel-Landschaft,25-29 Jahre,2011Q2
1049,Mann,Basel-Landschaft,25-29 Jahre,2011Q3
1007,Mann,Basel-Landschaft,25-29 Jahre,2011Q4
992,Mann,Basel-Landschaft,25-29 Jahre,2012Q1
1019,Mann,Basel-Landschaft,25-29 Jahre,2012Q2
1032,Mann,Basel-Landschaft,25-29 Jahre,2012Q3
1056,Mann,Basel-Landschaft,25-29 Jahre,2012Q4
1064,Mann,Basel-Landschaft,25-29 Jahre,2013Q1
1092,Mann,Basel-Landschaft,25-29 Jahre,2013Q2
1114,Mann,Basel-Landschaft,25-29 Jahre,2013Q3
1125.6,Mann,Basel-Landschaft,25-29 Jahre,2013Q4
1186.4,Mann,Basel-Landschaft,25-29 Jahre,2014Q1
1196.2,Mann,Basel-Landschaft,25-29 Jahre,2014Q2
1222.4,Mann,Basel-Landschaft,25-29 Jahre,2014Q3
1207.4,Mann,Basel-Landschaft,25-29 Jahre,2014Q4
1229.7,Mann,Basel-Landschaft,25-29 Jahre,2015Q1
1245.1,Mann,Basel-Landschaft,25-29 Jahre,2015Q2
1266.7,Mann,Basel-Landschaft,25-29 Jahre,2015Q3
1263.9,Mann,Basel-Landschaft,25-29 Jahre,2015Q4
1261.1,Mann,Basel-Landschaft,25-29 Jahre,2016Q1
1279.1,Mann,Basel-Landschaft,25-29 Jahre,2016Q2
1283.6,Mann,Basel-Landschaft,25-29 Jahre,2016Q3
1844,Mann,Basel-Landschaft,30-34 Jahre,1999Q1
1822.3,Mann,Basel-Landschaft,30-34 Jahre,1999Q2
1801.1,Mann,Basel-Landschaft,30-34 Jahre,1999Q3
1796.5,Mann,Basel-Landschaft,30-34 Jahre,1999Q4
1772.3,Mann,Basel-Landschaft,30-34 Jahre,2000Q1
1808.5,Mann,Basel-Landschaft,30-34 Jahre,2000Q2
1820.5,Mann,Basel-Landschaft,30-34 Jahre,2000Q3
1828.3,Mann,Basel-Landschaft,30-34 Jahre,2000Q4
1855.6,Mann,Basel-Landschaft,30-34 Jahre,2001Q1
1842.1,Mann,Basel-Landschaft,30-34 Jahre,2001Q2
1826.5,Mann,Basel-Landschaft,30-34 Jahre,2001Q3
1788.7,Mann,Basel-Landschaft,30-34 Jahre,2001Q4
1755.4,Mann,Basel-Landschaft,30-34 Jahre,2002Q1
1781.9,Mann,Basel-Landschaft,30-34 Jahre,2002Q2
1804,Mann,Basel-Landschaft,30-34 Jahre,2002Q3
1777.3,Mann,Basel-Landschaft,30-34 Jahre,2002Q4
1741.7,Mann,Basel-Landschaft,30-34 Jahre,2003Q1
1700.6,Mann,Basel-Landschaft,30-34 Jahre,2003Q2
1663.3,Mann,Basel-Landschaft,30-34 Jahre,2003Q3
1618.8,Mann,Basel-Landschaft,30-34 Jahre,2003Q4
1582.7,Mann,Basel-Landschaft,30-34 Jahre,2004Q1
1556.4,Mann,Basel-Landschaft,30-34 Jahre,2004Q2
1485.7,Mann,Basel-Landschaft,30-34 Jahre,2004Q3
1411.4,Mann,Basel-Landschaft,30-34 Jahre,2004Q4
1374.2,Mann,Basel-Landschaft,30-34 Jahre,2005Q1
1300,Mann,Basel-Landschaft,30-34 Jahre,2005Q2
1260.3,Mann,Basel-Landschaft,30-34 Jahre,2005Q3
1231.5,Mann,Basel-Landschaft,30-34 Jahre,2005Q4
1190.2,Mann,Basel-Landschaft,30-34 Jahre,2006Q1
1200.8,Mann,Basel-Landschaft,30-34 Jahre,2006Q2
1206.2,Mann,Basel-Landschaft,30-34 Jahre,2006Q3
1227.9,Mann,Basel-Landschaft,30-34 Jahre,2006Q4
1246.6,Mann,Basel-Landschaft,30-34 Jahre,2007Q1
1279.1,Mann,Basel-Landschaft,30-34 Jahre,2007Q2
1314.6,Mann,Basel-Landschaft,30-34 Jahre,2007Q3
1288.2,Mann,Basel-Landschaft,30-34 Jahre,2007Q4
1302.7,Mann,Basel-Landschaft,30-34 Jahre,2008Q1
1289.1,Mann,Basel-Landschaft,30-34 Jahre,2008Q2
1279.8,Mann,Basel-Landschaft,30-34 Jahre,2008Q3
1254.5,Mann,Basel-Landschaft,30-34 Jahre,2008Q4
1274.1,Mann,Basel-Landschaft,30-34 Jahre,2009Q1
1306.7,Mann,Basel-Landschaft,30-34 Jahre,2009Q2
1308.6,Mann,Basel-Landschaft,30-34 Jahre,2009Q3
1268.5,Mann,Basel-Landschaft,30-34 Jahre,2009Q4
1290.4,Mann,Basel-Landschaft,30-34 Jahre,2010Q1
1324.1,Mann,Basel-Landschaft,30-34 Jahre,2010Q2
1322.1,Mann,Basel-Landschaft,30-34 Jahre,2010Q3
1281.5,Mann,Basel-Landschaft,30-34 Jahre,2010Q4
1282,Mann,Basel-Landschaft,30-34 Jahre,2011Q1
1280,Mann,Basel-Landschaft,30-34 Jahre,2011Q2
1304,Mann,Basel-Landschaft,30-34 Jahre,2011Q3
1303,Mann,Basel-Landschaft,30-34 Jahre,2011Q4
1325,Mann,Basel-Landschaft,30-34 Jahre,2012Q1
1370,Mann,Basel-Landschaft,30-34 Jahre,2012Q2
1379,Mann,Basel-Landschaft,30-34 Jahre,2012Q3
1375,Mann,Basel-Landschaft,30-34 Jahre,2012Q4
1353,Mann,Basel-Landschaft,30-34 Jahre,2013Q1
1387,Mann,Basel-Landschaft,30-34 Jahre,2013Q2
1404,Mann,Basel-Landschaft,30-34 Jahre,2013Q3
1425,Mann,Basel-Landschaft,30-34 Jahre,2013Q4
1431,Mann,Basel-Landschaft,30-34 Jahre,2014Q1
1474.9,Mann,Basel-Landschaft,30-34 Jahre,2014Q2
1493.1,Mann,Basel-Landschaft,30-34 Jahre,2014Q3
1514.7,Mann,Basel-Landschaft,30-34 Jahre,2014Q4
1520,Mann,Basel-Landschaft,30-34 Jahre,2015Q1
1560.2,Mann,Basel-Landschaft,30-34 Jahre,2015Q2
1587.6,Mann,Basel-Landschaft,30-34 Jahre,2015Q3
1603.1,Mann,Basel-Landschaft,30-34 Jahre,2015Q4
1602.5,Mann,Basel-Landschaft,30-34 Jahre,2016Q1
1615.5,Mann,Basel-Landschaft,30-34 Jahre,2016Q2
1641.3,Mann,Basel-Landschaft,30-34 Jahre,2016Q3
2101.8,Mann,Basel-Landschaft,35-39 Jahre,1999Q1
2103,Mann,Basel-Landschaft,35-39 Jahre,1999Q2
2099.2,Mann,Basel-Landschaft,35-39 Jahre,1999Q3
2126.5,Mann,Basel-Landschaft,35-39 Jahre,1999Q4
2164.3,Mann,Basel-Landschaft,35-39 Jahre,2000Q1
2204.2,Mann,Basel-Landschaft,35-39 Jahre,2000Q2
2275.3,Mann,Basel-Landschaft,35-39 Jahre,2000Q3
2268.9,Mann,Basel-Landschaft,35-39 Jahre,2000Q4
2302.9,Mann,Basel-Landschaft,35-39 Jahre,2001Q1
2387.8,Mann,Basel-Landschaft,35-39 Jahre,2001Q2
2477.1,Mann,Basel-Landschaft,35-39 Jahre,2001Q3
2466.6,Mann,Basel-Landschaft,35-39 Jahre,2001Q4
2512.5,Mann,Basel-Landschaft,35-39 Jahre,2002Q1
2516.2,Mann,Basel-Landschaft,35-39 Jahre,2002Q2
2507,Mann,Basel-Landschaft,35-39 Jahre,2002Q3
2492.9,Mann,Basel-Landschaft,35-39 Jahre,2002Q4
2467.5,Mann,Basel-Landschaft,35-39 Jahre,2003Q1
2449,Mann,Basel-Landschaft,35-39 Jahre,2003Q2
2421.8,Mann,Basel-Landschaft,35-39 Jahre,2003Q3
2409.3,Mann,Basel-Landschaft,35-39 Jahre,2003Q4
2408.3,Mann,Basel-Landschaft,35-39 Jahre,2004Q1
2469.6,Mann,Basel-Landschaft,35-39 Jahre,2004Q2
2381.5,Mann,Basel-Landschaft,35-39 Jahre,2004Q3
2322.3,Mann,Basel-Landschaft,35-39 Jahre,2004Q4
2295.4,Mann,Basel-Landschaft,35-39 Jahre,2005Q1
2226.7,Mann,Basel-Landschaft,35-39 Jahre,2005Q2
2175.9,Mann,Basel-Landschaft,35-39 Jahre,2005Q3
2135.5,Mann,Basel-Landschaft,35-39 Jahre,2005Q4
2105.2,Mann,Basel-Landschaft,35-39 Jahre,2006Q1
2118.3,Mann,Basel-Landschaft,35-39 Jahre,2006Q2
2143.8,Mann,Basel-Landschaft,35-39 Jahre,2006Q3
2122.5,Mann,Basel-Landschaft,35-39 Jahre,2006Q4
2125.4,Mann,Basel-Landschaft,35-39 Jahre,2007Q1
2152.5,Mann,Basel-Landschaft,35-39 Jahre,2007Q2
2134.2,Mann,Basel-Landschaft,35-39 Jahre,2007Q3
2047.8,Mann,Basel-Landschaft,35-39 Jahre,2007Q4
2010.6,Mann,Basel-Landschaft,35-39 Jahre,2008Q1
1991.9,Mann,Basel-Landschaft,35-39 Jahre,2008Q2
1916.7,Mann,Basel-Landschaft,35-39 Jahre,2008Q3
1863.2,Mann,Basel-Landschaft,35-39 Jahre,2008Q4
1854.4,Mann,Basel-Landschaft,35-39 Jahre,2009Q1
1836.9,Mann,Basel-Landschaft,35-39 Jahre,2009Q2
1809.7,Mann,Basel-Landschaft,35-39 Jahre,2009Q3
1735.3,Mann,Basel-Landschaft,35-39 Jahre,2009Q4
1742.6,Mann,Basel-Landschaft,35-39 Jahre,2010Q1
1728.9,Mann,Basel-Landschaft,35-39 Jahre,2010Q2
1696.5,Mann,Basel-Landschaft,35-39 Jahre,2010Q3
1650.1,Mann,Basel-Landschaft,35-39 Jahre,2010Q4
1628.1,Mann,Basel-Landschaft,35-39 Jahre,2011Q1
1610.7,Mann,Basel-Landschaft,35-39 Jahre,2011Q2
1592.7,Mann,Basel-Landschaft,35-39 Jahre,2011Q3
1536.7,Mann,Basel-Landschaft,35-39 Jahre,2011Q4
1506.6,Mann,Basel-Landschaft,35-39 Jahre,2012Q1
1503.1,Mann,Basel-Landschaft,35-39 Jahre,2012Q2
1479.1,Mann,Basel-Landschaft,35-39 Jahre,2012Q3
1476.1,Mann,Basel-Landschaft,35-39 Jahre,2012Q4
1481,Mann,Basel-Landschaft,35-39 Jahre,2013Q1
1480,Mann,Basel-Landschaft,35-39 Jahre,2013Q2
1495,Mann,Basel-Landschaft,35-39 Jahre,2013Q3
1489,Mann,Basel-Landschaft,35-39 Jahre,2013Q4
1502.6,Mann,Basel-Landschaft,35-39 Jahre,2014Q1
1510,Mann,Basel-Landschaft,35-39 Jahre,2014Q2
1549.9,Mann,Basel-Landschaft,35-39 Jahre,2014Q3
1557.5,Mann,Basel-Landschaft,35-39 Jahre,2014Q4
1582.6,Mann,Basel-Landschaft,35-39 Jahre,2015Q1
1615.3,Mann,Basel-Landschaft,35-39 Jahre,2015Q2
