Wert,Jahr,Grossregion,Nettolohnhöhenklasse,Beschäftigungsgrad,Geschlecht
2.5,2008,Schweiz,10001-11000 Franken,Beschäftigungsgrad - Total,Mann
0.6,2008,Schweiz,10001-11000 Franken,Beschäftigungsgrad - Total,Frau
2.3,2008,Schweiz,10001-11000 Franken,Vollzeit (>=90%),Geschlecht - Total
2.8,2008,Schweiz,10001-11000 Franken,Vollzeit (>=90%),Mann
1.2,2008,Schweiz,10001-11000 Franken,Vollzeit (>=90%),Frau
0.1,2008,Schweiz,10001-11000 Franken,Teilzeit (<90%),Geschlecht - Total
0.4,2008,Schweiz,10001-11000 Franken,Teilzeit (<90%),Mann
0,2008,Schweiz,10001-11000 Franken,Teilzeit (<90%),Frau
1.1,2008,Schweiz,11001-12000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.7,2008,Schweiz,11001-12000 Franken,Beschäftigungsgrad - Total,Mann
0.3,2008,Schweiz,11001-12000 Franken,Beschäftigungsgrad - Total,Frau
1.5,2008,Schweiz,11001-12000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.9,2008,Schweiz,11001-12000 Franken,Vollzeit (>=90%),Mann
0.7,2008,Schweiz,11001-12000 Franken,Vollzeit (>=90%),Frau
0,2008,Schweiz,11001-12000 Franken,Teilzeit (<90%),Geschlecht - Total
0.1,2008,Schweiz,11001-12000 Franken,Teilzeit (<90%),Mann
0,2008,Schweiz,11001-12000 Franken,Teilzeit (<90%),Frau
0.7,2008,Schweiz,12001-13000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.2,2008,Schweiz,12001-13000 Franken,Beschäftigungsgrad - Total,Mann
0.2,2008,Schweiz,12001-13000 Franken,Beschäftigungsgrad - Total,Frau
1.1,2008,Schweiz,12001-13000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.3,2008,Schweiz,12001-13000 Franken,Vollzeit (>=90%),Mann
0.5,2008,Schweiz,12001-13000 Franken,Vollzeit (>=90%),Frau
0,2008,Schweiz,12001-13000 Franken,Teilzeit (<90%),Geschlecht - Total
0.1,2008,Schweiz,12001-13000 Franken,Teilzeit (<90%),Mann
0,2008,Schweiz,12001-13000 Franken,Teilzeit (<90%),Frau
0.5,2008,Schweiz,13001-14000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.8,2008,Schweiz,13001-14000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,Schweiz,13001-14000 Franken,Beschäftigungsgrad - Total,Frau
0.8,2008,Schweiz,13001-14000 Franken,Vollzeit (>=90%),Geschlecht - Total
1,2008,Schweiz,13001-14000 Franken,Vollzeit (>=90%),Mann
0.3,2008,Schweiz,13001-14000 Franken,Vollzeit (>=90%),Frau
0,2008,Schweiz,13001-14000 Franken,Teilzeit (<90%),Geschlecht - Total
0.1,2008,Schweiz,13001-14000 Franken,Teilzeit (<90%),Mann
0,2008,Schweiz,13001-14000 Franken,Teilzeit (<90%),Frau
0.4,2008,Schweiz,14001-15000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.6,2008,Schweiz,14001-15000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,Schweiz,14001-15000 Franken,Beschäftigungsgrad - Total,Frau
0.6,2008,Schweiz,14001-15000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.7,2008,Schweiz,14001-15000 Franken,Vollzeit (>=90%),Mann
0.2,2008,Schweiz,14001-15000 Franken,Vollzeit (>=90%),Frau
0,2008,Schweiz,14001-15000 Franken,Teilzeit (<90%),Geschlecht - Total
0,2008,Schweiz,14001-15000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Schweiz,14001-15000 Franken,Teilzeit (<90%),Frau
0.3,2008,Schweiz,15001-16000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2008,Schweiz,15001-16000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,Schweiz,15001-16000 Franken,Beschäftigungsgrad - Total,Frau
0.4,2008,Schweiz,15001-16000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.5,2008,Schweiz,15001-16000 Franken,Vollzeit (>=90%),Mann
0.1,2008,Schweiz,15001-16000 Franken,Vollzeit (>=90%),Frau
0,2008,Schweiz,15001-16000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Schweiz,15001-16000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Schweiz,15001-16000 Franken,Teilzeit (<90%),Frau
0.2,2008,Schweiz,16001-17000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2008,Schweiz,16001-17000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,Schweiz,16001-17000 Franken,Beschäftigungsgrad - Total,Frau
0.3,2008,Schweiz,16001-17000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.4,2008,Schweiz,16001-17000 Franken,Vollzeit (>=90%),Mann
0.1,2008,Schweiz,16001-17000 Franken,Vollzeit (>=90%),Frau
0,2008,Schweiz,16001-17000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Schweiz,16001-17000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Schweiz,16001-17000 Franken,Teilzeit (<90%),Frau
0.2,2008,Schweiz,17001-18000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2008,Schweiz,17001-18000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,Schweiz,17001-18000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,Schweiz,17001-18000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2008,Schweiz,17001-18000 Franken,Vollzeit (>=90%),Mann
0.1,2008,Schweiz,17001-18000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,Schweiz,17001-18000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Schweiz,17001-18000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Schweiz,17001-18000 Franken,Teilzeit (<90%),Frau
0.1,2008,Schweiz,18001-19000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2008,Schweiz,18001-19000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,Schweiz,18001-19000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,Schweiz,18001-19000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2008,Schweiz,18001-19000 Franken,Vollzeit (>=90%),Mann
0.1,2008,Schweiz,18001-19000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,Schweiz,18001-19000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Schweiz,18001-19000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Schweiz,18001-19000 Franken,Teilzeit (<90%),Frau
0.1,2008,Schweiz,19001-20000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2008,Schweiz,19001-20000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,Schweiz,19001-20000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2008,Schweiz,19001-20000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.2,2008,Schweiz,19001-20000 Franken,Vollzeit (>=90%),Mann
0,2008,Schweiz,19001-20000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,Schweiz,19001-20000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Schweiz,19001-20000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Schweiz,19001-20000 Franken,Teilzeit (<90%),Frau
1,2008,Schweiz,20001+ Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.6,2008,Schweiz,20001+ Franken,Beschäftigungsgrad - Total,Mann
0.2,2008,Schweiz,20001+ Franken,Beschäftigungsgrad - Total,Frau
1.4,2008,Schweiz,20001+ Franken,Vollzeit (>=90%),Geschlecht - Total
1.8,2008,Schweiz,20001+ Franken,Vollzeit (>=90%),Mann
0.4,2008,Schweiz,20001+ Franken,Vollzeit (>=90%),Frau
0,2008,Schweiz,20001+ Franken,Teilzeit (<90%),Geschlecht - Total
0.1,2008,Schweiz,20001+ Franken,Teilzeit (<90%),Mann
"""......""",2008,Schweiz,20001+ Franken,Teilzeit (<90%),Frau
5.2,2008,"Genferseeregion (VD, VS, GE)",0-  1000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.5,2008,"Genferseeregion (VD, VS, GE)",0-  1000 Franken,Beschäftigungsgrad - Total,Mann
8.6,2008,"Genferseeregion (VD, VS, GE)",0-  1000 Franken,Beschäftigungsgrad - Total,Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",0-  1000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",0-  1000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",0-  1000 Franken,Vollzeit (>=90%),Frau
18,2008,"Genferseeregion (VD, VS, GE)",0-  1000 Franken,Teilzeit (<90%),Geschlecht - Total
20.4,2008,"Genferseeregion (VD, VS, GE)",0-  1000 Franken,Teilzeit (<90%),Mann
17.3,2008,"Genferseeregion (VD, VS, GE)",0-  1000 Franken,Teilzeit (<90%),Frau
6,2008,"Genferseeregion (VD, VS, GE)",1001-  2000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.4,2008,"Genferseeregion (VD, VS, GE)",1001-  2000 Franken,Beschäftigungsgrad - Total,Mann
10.6,2008,"Genferseeregion (VD, VS, GE)",1001-  2000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Genferseeregion (VD, VS, GE)",1001-  2000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Genferseeregion (VD, VS, GE)",1001-  2000 Franken,Vollzeit (>=90%),Mann
0.4,2008,"Genferseeregion (VD, VS, GE)",1001-  2000 Franken,Vollzeit (>=90%),Frau
20.3,2008,"Genferseeregion (VD, VS, GE)",1001-  2000 Franken,Teilzeit (<90%),Geschlecht - Total
18.8,2008,"Genferseeregion (VD, VS, GE)",1001-  2000 Franken,Teilzeit (<90%),Mann
20.7,2008,"Genferseeregion (VD, VS, GE)",1001-  2000 Franken,Teilzeit (<90%),Frau
8.4,2008,"Genferseeregion (VD, VS, GE)",2001-  3000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.4,2008,"Genferseeregion (VD, VS, GE)",2001-  3000 Franken,Beschäftigungsgrad - Total,Mann
14.5,2008,"Genferseeregion (VD, VS, GE)",2001-  3000 Franken,Beschäftigungsgrad - Total,Frau
2.6,2008,"Genferseeregion (VD, VS, GE)",2001-  3000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.5,2008,"Genferseeregion (VD, VS, GE)",2001-  3000 Franken,Vollzeit (>=90%),Mann
5.1,2008,"Genferseeregion (VD, VS, GE)",2001-  3000 Franken,Vollzeit (>=90%),Frau
22.4,2008,"Genferseeregion (VD, VS, GE)",2001-  3000 Franken,Teilzeit (<90%),Geschlecht - Total
17.1,2008,"Genferseeregion (VD, VS, GE)",2001-  3000 Franken,Teilzeit (<90%),Mann
24,2008,"Genferseeregion (VD, VS, GE)",2001-  3000 Franken,Teilzeit (<90%),Frau
15.3,2008,"Genferseeregion (VD, VS, GE)",3001-  4000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
10.4,2008,"Genferseeregion (VD, VS, GE)",3001-  4000 Franken,Beschäftigungsgrad - Total,Mann
21.3,2008,"Genferseeregion (VD, VS, GE)",3001-  4000 Franken,Beschäftigungsgrad - Total,Frau
14.8,2008,"Genferseeregion (VD, VS, GE)",3001-  4000 Franken,Vollzeit (>=90%),Geschlecht - Total
9.7,2008,"Genferseeregion (VD, VS, GE)",3001-  4000 Franken,Vollzeit (>=90%),Mann
25.6,2008,"Genferseeregion (VD, VS, GE)",3001-  4000 Franken,Vollzeit (>=90%),Frau
16.6,2008,"Genferseeregion (VD, VS, GE)",3001-  4000 Franken,Teilzeit (<90%),Geschlecht - Total
15.4,2008,"Genferseeregion (VD, VS, GE)",3001-  4000 Franken,Teilzeit (<90%),Mann
16.9,2008,"Genferseeregion (VD, VS, GE)",3001-  4000 Franken,Teilzeit (<90%),Frau
18.3,2008,"Genferseeregion (VD, VS, GE)",4001-  5000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
20.4,2008,"Genferseeregion (VD, VS, GE)",4001-  5000 Franken,Beschäftigungsgrad - Total,Mann
15.8,2008,"Genferseeregion (VD, VS, GE)",4001-  5000 Franken,Beschäftigungsgrad - Total,Frau
21.4,2008,"Genferseeregion (VD, VS, GE)",4001-  5000 Franken,Vollzeit (>=90%),Geschlecht - Total
21.4,2008,"Genferseeregion (VD, VS, GE)",4001-  5000 Franken,Vollzeit (>=90%),Mann
21.5,2008,"Genferseeregion (VD, VS, GE)",4001-  5000 Franken,Vollzeit (>=90%),Frau
10.8,2008,"Genferseeregion (VD, VS, GE)",4001-  5000 Franken,Teilzeit (<90%),Geschlecht - Total
13,2008,"Genferseeregion (VD, VS, GE)",4001-  5000 Franken,Teilzeit (<90%),Mann
10.2,2008,"Genferseeregion (VD, VS, GE)",4001-  5000 Franken,Teilzeit (<90%),Frau
15.1,2008,"Genferseeregion (VD, VS, GE)",5001-  6000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
18.8,2008,"Genferseeregion (VD, VS, GE)",5001-  6000 Franken,Beschäftigungsgrad - Total,Mann
10.6,2008,"Genferseeregion (VD, VS, GE)",5001-  6000 Franken,Beschäftigungsgrad - Total,Frau
19,2008,"Genferseeregion (VD, VS, GE)",5001-  6000 Franken,Vollzeit (>=90%),Geschlecht - Total
20.4,2008,"Genferseeregion (VD, VS, GE)",5001-  6000 Franken,Vollzeit (>=90%),Mann
15.8,2008,"Genferseeregion (VD, VS, GE)",5001-  6000 Franken,Vollzeit (>=90%),Frau
5.7,2008,"Genferseeregion (VD, VS, GE)",5001-  6000 Franken,Teilzeit (<90%),Geschlecht - Total
7,2008,"Genferseeregion (VD, VS, GE)",5001-  6000 Franken,Teilzeit (<90%),Mann
5.4,2008,"Genferseeregion (VD, VS, GE)",5001-  6000 Franken,Teilzeit (<90%),Frau
9.6,2008,"Genferseeregion (VD, VS, GE)",6001-  7000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
12,2008,"Genferseeregion (VD, VS, GE)",6001-  7000 Franken,Beschäftigungsgrad - Total,Mann
6.6,2008,"Genferseeregion (VD, VS, GE)",6001-  7000 Franken,Beschäftigungsgrad - Total,Frau
12.4,2008,"Genferseeregion (VD, VS, GE)",6001-  7000 Franken,Vollzeit (>=90%),Geschlecht - Total
13.2,2008,"Genferseeregion (VD, VS, GE)",6001-  7000 Franken,Vollzeit (>=90%),Mann
10.6,2008,"Genferseeregion (VD, VS, GE)",6001-  7000 Franken,Vollzeit (>=90%),Frau
2.6,2008,"Genferseeregion (VD, VS, GE)",6001-  7000 Franken,Teilzeit (<90%),Geschlecht - Total
3.2,2008,"Genferseeregion (VD, VS, GE)",6001-  7000 Franken,Teilzeit (<90%),Mann
2.4,2008,"Genferseeregion (VD, VS, GE)",6001-  7000 Franken,Teilzeit (<90%),Frau
5.9,2008,"Genferseeregion (VD, VS, GE)",7001-  8000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
7.5,2008,"Genferseeregion (VD, VS, GE)",7001-  8000 Franken,Beschäftigungsgrad - Total,Mann
4,2008,"Genferseeregion (VD, VS, GE)",7001-  8000 Franken,Beschäftigungsgrad - Total,Frau
7.9,2008,"Genferseeregion (VD, VS, GE)",7001-  8000 Franken,Vollzeit (>=90%),Geschlecht - Total
8.4,2008,"Genferseeregion (VD, VS, GE)",7001-  8000 Franken,Vollzeit (>=90%),Mann
6.8,2008,"Genferseeregion (VD, VS, GE)",7001-  8000 Franken,Vollzeit (>=90%),Frau
1.3,2008,"Genferseeregion (VD, VS, GE)",7001-  8000 Franken,Teilzeit (<90%),Geschlecht - Total
1.6,2008,"Genferseeregion (VD, VS, GE)",7001-  8000 Franken,Teilzeit (<90%),Mann
1.2,2008,"Genferseeregion (VD, VS, GE)",7001-  8000 Franken,Teilzeit (<90%),Frau
3.9,2008,"Genferseeregion (VD, VS, GE)",8001-  9000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
5.1,2008,"Genferseeregion (VD, VS, GE)",8001-  9000 Franken,Beschäftigungsgrad - Total,Mann
2.4,2008,"Genferseeregion (VD, VS, GE)",8001-  9000 Franken,Beschäftigungsgrad - Total,Frau
5.2,2008,"Genferseeregion (VD, VS, GE)",8001-  9000 Franken,Vollzeit (>=90%),Geschlecht - Total
5.7,2008,"Genferseeregion (VD, VS, GE)",8001-  9000 Franken,Vollzeit (>=90%),Mann
4.2,2008,"Genferseeregion (VD, VS, GE)",8001-  9000 Franken,Vollzeit (>=90%),Frau
0.7,2008,"Genferseeregion (VD, VS, GE)",8001-  9000 Franken,Teilzeit (<90%),Geschlecht - Total
1.1,2008,"Genferseeregion (VD, VS, GE)",8001-  9000 Franken,Teilzeit (<90%),Mann
0.6,2008,"Genferseeregion (VD, VS, GE)",8001-  9000 Franken,Teilzeit (<90%),Frau
2.6,2008,"Genferseeregion (VD, VS, GE)",9001-10000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.5,2008,"Genferseeregion (VD, VS, GE)",9001-10000 Franken,Beschäftigungsgrad - Total,Mann
1.4,2008,"Genferseeregion (VD, VS, GE)",9001-10000 Franken,Beschäftigungsgrad - Total,Frau
3.5,2008,"Genferseeregion (VD, VS, GE)",9001-10000 Franken,Vollzeit (>=90%),Geschlecht - Total
4,2008,"Genferseeregion (VD, VS, GE)",9001-10000 Franken,Vollzeit (>=90%),Mann
2.6,2008,"Genferseeregion (VD, VS, GE)",9001-10000 Franken,Vollzeit (>=90%),Frau
0.3,2008,"Genferseeregion (VD, VS, GE)",9001-10000 Franken,Teilzeit (<90%),Geschlecht - Total
0.5,2008,"Genferseeregion (VD, VS, GE)",9001-10000 Franken,Teilzeit (<90%),Mann
0.3,2008,"Genferseeregion (VD, VS, GE)",9001-10000 Franken,Teilzeit (<90%),Frau
1.9,2008,"Genferseeregion (VD, VS, GE)",10001-11000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.6,2008,"Genferseeregion (VD, VS, GE)",10001-11000 Franken,Beschäftigungsgrad - Total,Mann
1,2008,"Genferseeregion (VD, VS, GE)",10001-11000 Franken,Beschäftigungsgrad - Total,Frau
2.6,2008,"Genferseeregion (VD, VS, GE)",10001-11000 Franken,Vollzeit (>=90%),Geschlecht - Total
2.9,2008,"Genferseeregion (VD, VS, GE)",10001-11000 Franken,Vollzeit (>=90%),Mann
1.8,2008,"Genferseeregion (VD, VS, GE)",10001-11000 Franken,Vollzeit (>=90%),Frau
0.2,2008,"Genferseeregion (VD, VS, GE)",10001-11000 Franken,Teilzeit (<90%),Geschlecht - Total
0.4,2008,"Genferseeregion (VD, VS, GE)",10001-11000 Franken,Teilzeit (<90%),Mann
0.1,2008,"Genferseeregion (VD, VS, GE)",10001-11000 Franken,Teilzeit (<90%),Frau
1.3,2008,"Genferseeregion (VD, VS, GE)",11001-12000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.8,2008,"Genferseeregion (VD, VS, GE)",11001-12000 Franken,Beschäftigungsgrad - Total,Mann
0.6,2008,"Genferseeregion (VD, VS, GE)",11001-12000 Franken,Beschäftigungsgrad - Total,Frau
1.8,2008,"Genferseeregion (VD, VS, GE)",11001-12000 Franken,Vollzeit (>=90%),Geschlecht - Total
2.1,2008,"Genferseeregion (VD, VS, GE)",11001-12000 Franken,Vollzeit (>=90%),Mann
1.1,2008,"Genferseeregion (VD, VS, GE)",11001-12000 Franken,Vollzeit (>=90%),Frau
0.1,2008,"Genferseeregion (VD, VS, GE)",11001-12000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",11001-12000 Franken,Teilzeit (<90%),Mann
0.1,2008,"Genferseeregion (VD, VS, GE)",11001-12000 Franken,Teilzeit (<90%),Frau
0.9,2008,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.4,2008,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Beschäftigungsgrad - Total,Mann
0.4,2008,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Beschäftigungsgrad - Total,Frau
1.3,2008,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.6,2008,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Vollzeit (>=90%),Mann
0.8,2008,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Teilzeit (<90%),Frau
0.7,2008,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.1,2008,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Beschäftigungsgrad - Total,Mann
0.3,2008,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Beschäftigungsgrad - Total,Frau
1,2008,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.2,2008,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Vollzeit (>=90%),Mann
0.5,2008,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Teilzeit (<90%),Frau
0.6,2008,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.9,2008,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Beschäftigungsgrad - Total,Mann
0.2,2008,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Beschäftigungsgrad - Total,Frau
0.8,2008,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Vollzeit (>=90%),Geschlecht - Total
1,2008,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Vollzeit (>=90%),Mann
0.4,2008,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Teilzeit (<90%),Frau
0.4,2008,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.7,2008,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Beschäftigungsgrad - Total,Frau
0.6,2008,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.8,2008,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Vollzeit (>=90%),Mann
0.3,2008,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Teilzeit (<90%),Frau
0.3,2008,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2008,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Beschäftigungsgrad - Total,Frau
0.5,2008,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.6,2008,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Vollzeit (>=90%),Mann
0.2,2008,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Teilzeit (<90%),Frau
0.3,2008,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2008,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Beschäftigungsgrad - Total,Frau
0.4,2008,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.5,2008,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Vollzeit (>=90%),Mann
0.2,2008,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Teilzeit (<90%),Frau
0.2,2008,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2008,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Beschäftigungsgrad - Total,Frau
0.3,2008,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.4,2008,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Vollzeit (>=90%),Mann
0.1,2008,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Teilzeit (<90%),Frau
0.2,2008,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2008,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2008,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Vollzeit (>=90%),Mann
0.1,2008,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Teilzeit (<90%),Frau
